Description,Price
"I am looking at a used 2007 Jeep Wrangler Sport, black exterior, black interior, 3.8L 6 cyl engine, automatic, with 209278 km on it.",17999
"I have a 2020 Mitsubishi ASX LS, a white SUV with an automatic transmission. It's a front-wheel drive with just 54500 km on the odometer.",26990
"I am looking at a 2014 Holden Captiva 7 LS SUV, with a grey interior. It's a used model, with an automatic transmission, 2.4L engine, and has covered 116286 km.",12500
"There is a used 2012 Toyota Estima Aeras G in white, automatic gearbox. It's a used model, with an automatic transmission, and has covered 118051 km.",17995
"I am looking at a used 2016 Land Rover Discovery Sport TD4 HSE. It features a 2.2L diesel engine, automatic, and AWD. It's clocked 5 doors, 5 seats.",28888
"I am looking at a used 2023 GWM Haval Jolion Premium, white with a black interior. It's got a 1.5L 4 cyl engine, automatic, and has covered 5 seats.",28490
"I am looking at a used 2011 Nissan Dualis TI (4X4) in white. It features a 2L 4-cylinder engine, automatic, and has covered 202257 km.",9499
"I am looking at a white 2017 Toyota Kluger Grande. It's a used model, with a 3.5L 6-cylinder engine, AWD, and has covered 70925 km.",46380
"I am looking at a used 2021 Mini Countryman Cooper S Classic, silver with a leather interior. It's got a 23219 km, 5 doors, 5 seats.",61990
"I have a 2019 Volkswagen Tiguan Allspace 16,2 TSI Highline, grey with grey interior. It's a 4-cylinder, 2L engine, with 2L engine, and has 229,840 km.",50470
"A 2022 Mazda CX-5 Touring, white with a black interior, used. It's an automatic with a 2.5L engine, AWD, and has 12139 km on the odometer.",44990
"I am looking at a 2021 Toyota Hilux Ute / Tray, white with black interior. It's an automatic with a 2.7 L, 4 cyl engine, and has clocked 54016 km.",37990
"I am looking at a used 2016 Honda Civic VTI-L, blue, black. It features a 1.5L 4-cylinder engine, automatic, and has covered 72988 km.",25687
"I have a 2023 Renault Koleos Intens, used, with a sleek white exterior and black interior. It's an automatic, front-wheel drive, and has a 2.5L 4-cylinder engine.",50820
"I have a 2020 Kia Carnival S Sported, a sleek grey exterior. It's an automatic with a 3.3 L, 6 cyl engine, and has clocked 8 seats.",38990
"I have a 2020 Hyundai I30 Active, a hatchback in blue with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 60101 km on the odometer.",25980
"I am looking at a used 2006 Toyota Landcruiser Prado GXL, silver. It features a 3 L, 4-cylinder diesel engine, automatic, and has covered 332659 km.",14999
"I have a 2021 BMW 330I M Sport, 2L 4 cyl, automatic, rear-wheel drive, blue color, black interior, used with 2L 4 cyl engine, 26871 km driven.",61998
"I am looking at a 2014 Kia Soul SI. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 72798 km on the clock.",17988
"There is a used 2018 Mitsubishi ASX black SUV with an automatic transmission. It's a 4-cylinder engine, 2L engine, and has 83521 km on the odometer.",24890
"A 2018 Mazda CX-9 Azami, brown, with a grey interior, 2.5L 4 cyl engine, automatic, AWD, and 69485 km on the odometer.",47990
"I have a 2018 Mazda CX-5 Maxx Sport, 2L 4 cyl, automatic, front-wheel drive, and 44043 km on the odometer.",33888
"I have a 2019 Nissan Qashqai ST, white SUV with a black interior. It's an automatic with a 2L engine, and has 63562 km on the odometer.",26490
"There is a used 2017 Nissan Navara ST in white, diesel-powered. It's an automatic with a 2.3L engine, 4 cyl engine, and has done 175835 kilometers.",29990
"I have a 2015 Nissan Pathfinder ST (4X2), a white SUV with black interior. It's an automatic with a 3.5L engine, front-wheel drive, and has clocked 7 seats.",24479
"I am looking at a used 2001 Toyota Camry Conquest, white with grey interior. It features a 6 cyl 3 L engine, automatic, and has clocked 185630 km.",5999
"I am looking at a 2003 Nissan Patrol ST (4X4) gold. It's a used model with a 3 L, 4-cylinder diesel engine, automatic, and has covered 392353 km.",12999
"I am looking at a used 2013 Mercedes-Benz C200 Avantgarde. White exterior, 4 cyl 1.8L engine, rear drive, automatic, with 105221 km.",17888
"I have a 2020 Mazda CX-5 Touring, a red SUV with an automatic transmission, 2.5L engine, and AWD. It's clocked 13349 km.",37950
"I am looking at a used 2013 Ford Kuga Trend SUV. It features a 2L 4-cylinder diesel engine, automatic, and AWD. It's clocked 69032 kilometers.",21900
"I am looking at a used 2021 MG ZS EV Essence, black, used. It comes with an automatic gearbox and a 0 L, 4 doors, 5 seats.",34960
"I am looking at a 2005 Toyota Prius Hybrid, silver, grey interior. It's a 4-cylinder, 1.5L engine, automatic, with 5 doors, 5 seats.",12999
"It's a 2022 Suzuki S-Cross, AWD, automatic, 4 cyl 1.4L engine, white with white interior, SUV, 5 seats.",45485
"I am looking at a 2021 GWM UTE Cannon-X, white, used. It features a 2L 4-cylinder diesel engine, automatic, and has covered 5 seats.",35990
"It's a 2022 GWM HAVAL H6GT LUX, grey with a grey interior, 2L 4 cyl engine, front-wheel drive, automatic, with 5 seats.",41485
"I am looking at a 2014 BMW X4 Xdrive 20I. Silver with a black interior, 2L 4 cyl engine, automatic, and AWD, 5 doors, 5 seats.",32999
"I have a 2012 Mazda 3 NEO, a white 2012 Mazda 3 NEO, used. It's an automatic with a 2-liter, 4-cylinder engine, and has clocked 181070 km.",12990
"It's a 2015 Honda Fit HYBRID GP5 4CYL, silver, auto, used, with 81017 km on the odometer, averaging 81017 km.",19995
"I am looking at a 2014 Holden Commodore SV6. it's an automatic with a 3.6 L, 4 cyl engine, rear drive, and has done 208033 kilometers.",20999
"I have a 2014 Hyundai I20 Active, a hatchback in white with an automatic transmission. It's an automatic with a 1.4 L, 4 cyl engine, and has 178545 km on the odometer.",10505
"I have a 2011 Holden Cruze SRI, a black hatchback with automatic transmission, 1.4 L, 4 cyl engine, and 148711 km on the odometer.",11990
"I am looking at a 2014 Hyundai I30 Wagon, silver with a black interior. It's a 4-door sedan with a 1.6 L, 4 cyl engine, and has clocked only 104439 kilometers.",16990
"I am looking at a used 2022 GWM HAVAL Jolion. It's a used model, with a 1.5L 4-cylinder engine, front-wheel drive, and has traveled 20 kilometers.",41485
"I have a 2023 GWM Haval H6 Ultra DEMO, white with a black interior. It's an automatic with a 2L 4-cylinder engine, front-wheel drive, and has clocked 644 km.",38920
"It's a 2015 Mazda 3 Touring, 4 cyl 2L engine, front-wheel drive, automatic, in white with 90364 km on the odometer.",19990
"A 2021 Volkswagen Amarok TDI580S is available, black with a 3 L, 4-cylinder diesel engine, automatic, and has covered 5 doors, 5 seats.",71995
"I have a 2022 GWM UTE Cannon XSR UTE NEW in white. It's a diesel with a diesel with a similar engine, automatic, and has clocked 23,829 km.",52990
"I am looking at a used 2013 Holden Colorado LTZ. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 159220 km.",27990
"I am looking at a used 2013 Subaru Tribeca 3.6R SUV, with a sleek exterior. It's an automatic with a 3.6L engine, AWD, and has 88000 km on the odometer.",16600
"I am looking at a 2009 Mitsubishi Delica D5. it's a black 2009 Mitsubishi Delica D5 and has an automatic transmission, 2.4 L, 4 cyl engine, and only 16,2000 km.",18000
"I am looking at a white 2015 Kia Sorento Platinum. It's a used model, with a 2.2L 4-cylinder diesel engine, automatic, and AWD.",32135
"A 2021 Land Rover Range Rover Evoque P200 R-Dynamic S, white with a grey interior, 2L 4 cyl engine, automatic, AWD, and 18027 km on the odometer.",79800
"I am looking at a used 2016 Holden Commodore SV6. White with a 3.6 L, 6 cyl engine, rear drive, automatic, and 118199 km on the clock.",29990
"I am looking at a 2002 Toyota Echo, a silver hatchback. It features an automatic transmission, 1.3 L, 4 cyl engine, and has covered 125211 km.",6990
"There is a used 2016 Holden Cruze SRI Z-Series in blue, featuring a 1.6 L, 4 cyl engine, automatic, and a total of 124889 km.",14980
"I have a 2013 Toyota Camry Altise, white with a black interior. It's an automatic with a 2.5 L, 4 cyl engine, and has clocked 167190 km.",16990
"I have a 2020 Hyundai I30, a hatchback in blue with a black interior. It's an automatic with a 2 L, 4 cyl engine, and has 55,674 km.",25900
"I am looking at a 2022 Mazda BT-50 Wippells Autos. It's a used model, with a black interior, and has clocked 13 kilometers.",56995
"There is a used 2011 Toyota Aurion AT-X in silver, featuring a 3.5 L engine, automatic transmission, and a stylish black interior. It's done 16,2969 kilometers.",11999
"I have a 2012 Hyundai I30 Active 1.6 Crdi, blue hatchback with a 1.6 L diesel engine, automatic, and 1.6 L engine, with 5 doors, 5 seats.",13990
"I have a 2009 Kia Sorento LX, a grey SUV with a grey interior. It's a 4-cylinder, 2.5L diesel engine, automatic, and has clocked 253390 km.",7999
"I am looking at a used 2021 MG HS Essence Anfield Edition. White with a black interior, 1.5L 4 cyl engine, front-wheel drive, and 14060 km driven.",34990
"I have a 2015 Land Rover Range Rover Sport 3.0 SDV6 Autobiography, featuring a 3L diesel engine, automatic transmission, and AWD. It's clocked only 145000 km.",59950
"I am looking at a 2014 Hyundai I30 Premium, white with a black interior. It's a hatchback with an automatic transmission, 1.8 L, 4 cyl engine, 83257 km.",19970
"I am looking at a used 2013 Kia Sorento Platinum, 4-cylinder, 2.2L diesel engine, automatic, and AWD. It's done only 204052, with 7 seats.",19999
"I am looking at a used 2018 Holden Colorado LS (4X2). It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 95842 km.",27990
"I am looking at a used 2023 Ssangyong Korando ELX SUV, grey with a black interior. It's got a 1.5L engine, automatic transmission, and has covered just 10 km.",33500
"I have a 2023 Ssangyong Musso Ultimate NEW automatic transmission, 2.2L 4 cyl engine, and 5 seats on the odometer.",43685
"I have a 2004 Toyota Corolla Ascent Seca, a sleek hatchback. It's an automatic with a 1.8 L, 4 cyl engine, and has 249000 km on the odometer.",5590
"I have a 2013 Fiat Freemont Lounge, white exterior, 4 cyl 2.4L engine, front-wheel drive, automatic, with 16,9433 km on it.",15990
"I have a 2020 Kia Cerato S S hatchback, white exterior, black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 63851 km on the odometer.",25490
"A 2018 Audi A5 45 TFSI S Tronic Quattro Sport, white with a white interior, used. It's an automatic with a mileage of 26356 km.",65987
"I am looking at a 2022 GWM HAVAL Jolion Ultra Hybrid, white, 1.5L 4 cyl engine, automatic, 5-door SUV, with 5 seats.",40990
"I am looking at a 2014 BMW 228I, red, cyl 2L 4 cyl, automatic, rear-wheel drive, red, with 142996 km.",26990
"I have a 2023 Ssangyong Musso Ultimate NEW automatic transmission, 2.2L 4 cyl engine, and 6 doors on the odometer.",43685
"I am looking at a used 2022 Kia Cerato S, white with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 19260 km.",31990
"I am looking at a used 2022 Mitsubishi Triton GLS, silver, diesel. It features a 2.4 L, 4 cyl engine, automatic, and has covered 5 seats.",51990
"A 2002 Mercedes-Benz C180 Avantgarde, silver, with a 2L 4-cylinder engine, rear-wheel drive, and 275123 km on the odometer.",9990
"I have a 2011 Suzuki Alto GL, red hatchback with a black interior. It's an automatic with a 1 L, 3 cyl engine, and has 114826 km.",11990
"I have a 2013 Kia RIO SLS, a hatchback in white with grey interior. It's an automatic with a 1.6 L, 4 cyl engine, and has clocked 79150 km.",15499
"I have a 2012 Subaru XV 2.0I-L, a sleek silver SUV. It's an automatic with a 2L engine, AWD, and has 234325 km on the odometer.",7999
"I am looking at a 2022 Mazda CX-30 G25 Touring, white with a black interior. It's a used model, with a 2.5L 4-cylinder engine, front-wheel drive, and has clocked 5941 km.",42990
"A 2022 GWM, Mahindra, SsangYong, haval Jolion, ultra-modern, 4 cyl 1.5L engine, front-wheel drive, automatic, 5 doors, 5 seats.",34485
"It's a 2022 GWM HAVAL Jolion LUX, blue, 4 cyl 1.5L engine, front-wheel drive, automatic, in blue with 5 seats.",31485
"It's a 2019 Mitsubishi Eclipse Cross LS, silver with a black interior, used. Features include an automatic transmission, 1.5L engine, and 55,678 km driven.",29950
"I am looking at a used 2023 Mazda CX-30 G25, black. It's a used model, with a 2.5L 4-cylinder engine, front-wheel drive, and has clocked only 25 kilometers.",40888
"There's a used 2016 Mercedes-Benz C200 Sedan in grey available. It's an automatic with a 2 L, 4-cylinder engine, rear drive, and has 75148 km on the odometer.",36995
"I have a 2015 BMW X5 Xdrive 30D, white with white interior. It's a 6-cylinder, 3 L diesel, automatic, with 135633 km.",31995
"I am looking at a 2010 Ford Falcon G6, a blue hatch with automatic transmission, 4 L, 4 cyl engine, rear drive, with 172917 km.",10999
"I have a 2012 Honda Accord VTI, a sleek silver exterior. It's an automatic with a 2.4 L, 4 cyl engine, and has clocked 123000 km.",11999
"I have a 2010 Nissan Navara ST, a sleek silver exterior. It's an automatic with a 2.5 L, 4 cyl engine, and has 388076 km on the odometer.",10988
"I have a 2013 Toyota Yaris YR, a white hatchback with black interior. It's an automatic with a 1.3 L, 4 cyl engine, and has clocked 101193 km.",12982
"I have a 2015 Subaru Impreza 2.0I-S, a red hatchback with black interior. It's an automatic with a 2L engine, AWD, and has 61395 km on the odometer.",23990
"I am looking at a used 2016 Mitsubishi Lancer ES Sport, blue, black interior. It features a 2L 4-cylinder engine, automatic, and has covered 76433 km.",20999
"I have a 2021 MG ZST Excite, a blue SUV with a black interior. It's an automatic with a 1.3L engine, and has clocked 8939 km.",27990
"I have a 2019 Toyota Corolla Ascent, white with a black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has 16,1064 km on the odometer.",18745
"I have a 2023 Ssangyong Musso Ultimate LUX, grey exterior, black interior, 2.2L 4 cyl diesel, automatic, with 5 doors, 5 seats.",46685
"I am looking at a 2009 Mitsubishi Triton GLX-R, a brown SUV with a diesel 3.2L engine, automatic, and a diesel engine, with 253115 kilometers.",18995
"I am looking at a used 2022 Mitsubishi Triton GLS, white, diesel. It features a 2.4L 4-cylinder engine, automatic, and has covered 5 seats.",52990
"I am looking at a 2008 Peugeot 308 XSE, a silver hatchback. It features an automatic transmission, 1.6 L, 4 cyl engine, and has covered 180950 km.",9990
"I have a 2021 Isuzu MU-X LS-M, a white SUV with black interior. It's an automatic with a 3 L, 4-cylinder engine, and has clocked 7 seats.",44990
"There's a used 2017 McLaren 570S Coupe in the lot, white exterior, black interior, 3.8L 8 cyl engine, automatic, rear drive, with 41212 km on it.",288888
"I am looking at a used 2023 MG ZS Essence, black, automatic, MG ZS Essence. It's a front-wheel drive with a black interior, and has clocked only 2023.",33990
